policy_id,semester_number,sponsor_age,sponsor_died,sponsor_shock,dropout_flag,claim_flag,tuition_paid_flag,claim_amount,remaining_tuition
6,6,54.66666666666668,0,0,0,0,0,0.0,3314641.0
7,1,48.0,0,0,0,0,0,0.0,17957478.0
7,2,48.333333333333336,0,0,0,0,0,0.0,14964565.0
7,3,48.66666666666667,0,0,0,0,1,0.0,11971652.0
7,4,49.00000000000001,0,0,0,0,1,0.0,8978739.0
7,5,49.33333333333334,0,0,0,0,1,0.0,5985826.0
7,6,49.66666666666668,0,0,0,0,1,0.0,2992913.0
8,1,40.0,0,0,0,0,1,0.0,13820646.0
8,2,40.333333333333336,0,0,0,0,1,0.0,11517205.0
8,3,40.66666666666667,0,0,0,0,1,0.0,9213764.0
8,4,41.00000000000001,0,0,0,0,1,0.0,6910323.0
8,5,41.33333333333334,0,0,0,0,1,0.0,4606882.0
8,6,41.66666666666668,0,0,0,0,1,0.0,2303441.0
9,1,48.0,0,0,0,0,0,0.0,18911360.0
9,2,48.333333333333336,0,0,0,0,1,0.0,16547440.0
9,3,48.66666666666667,0,0,0,0,1,0.0,14183520.0
9,4,49.00000000000001,0,0,0,0,1,0.0,11819600.0
9,5,49.33333333333334,0,0,0,0,1,0.0,9455680.0
9,6,49.66666666666668,0,1,0,0,1,0.0,7091760.0
9,7,50.000000000000014,0,0,0,0,1,0.0,4727840.0
9,8,50.33333333333335,0,0,0,0,1,0.0,2363920.0
10,1,51.0,0,0,0,0,1,0.0,18730194.0
10,2,51.333333333333336,0,0,0,0,1,0.0,15608495.0
10,3,51.66666666666667,0,1,0,0,1,0.0,12486796.0
10,4,52.00000000000001,0,0,0,0,1,0.0,9365097.0
10,5,52.33333333333334,0,0,0,0,1,0.0,6243398.0
10,6,52.66666666666668,0,0,0,0,1,0.0,3121699.0
11,1,56.0,0,0,0,0,0,0.0,15646840.0
11,2,56.333333333333336,0,0,0,0,1,0.0,14082156.0
11,3,56.66666666666667,0,0,0,0,0,0.0,12517472.0
11,4,57.00000000000001,0,0,0,0,1,0.0,10952788.0
11,5,57.33333333333334,0,0,0,0,1,0.0,9388104.0
11,6,57.66666666666668,0,0,0,0,1,0.0,7823420.0
11,7,58.000000000000014,0,0,0,0,1,0.0,6258736.0
11,8,58.33333333333335,0,0,0,0,1,0.0,4694052.0
11,9,58.666666666666686,0,0,0,0,1,0.0,3129368.0
11,10,59.00000000000002,0,0,0,0,1,0.0,1564684.0
12,1,39.0,0,0,0,0,1,0.0,13698672.0
12,2,39.333333333333336,0,0,0,0,1,0.0,11986338.0
12,3,39.66666666666667,0,0,0,0,1,0.0,10274004.0
12,4,40.00000000000001,0,0,0,0,1,0.0,8561670.0
12,5,40.33333333333334,0,0,0,0,0,0.0,6849336.0
12,6,40.66666666666668,0,0,0,0,1,0.0,5137002.0
12,7,41.000000000000014,0,0,0,0,1,0.0,3424668.0
12,8,41.33333333333335,0,0,0,0,1,0.0,1712334.0
13,1,67.0,0,0,0,0,1,0.0,23658010.0
13,2,67.33333333333333,0,0,0,0,1,0.0,21292209.0
13,3,67.66666666666666,0,0,0,0,1,0.0,18926408.0
13,4,67.99999999999999,0,0,0,0,1,0.0,16560607.0
13,5,68.33333333333331,0,0,0,0,1,0.0,14194806.0
13,6,68.66666666666664,0,0,0,0,1,0.0,11829005.0
13,7,68.99999999999997,0,0,0,0,1,0.0,9463204.0
13,8,69.3333333333333,0,0,0,0,1,0.0,7097403.0
13,9,69.66666666666663,0,0,0,0,1,0.0,4731602.0
13,10,69.99999999999996,0,0,0,0,1,0.0,2365801.0
14,1,50.0,0,0,0,0,1,0.0,11633312.0
14,2,50.333333333333336,0,0,0,0,1,0.0,10179148.0
14,3,50.66666666666667,0,0,0,0,1,0.0,8724984.0
14,4,51.00000000000001,0,0,0,0,1,0.0,7270820.0
14,5,51.33333333333334,0,0,0,0,1,0.0,5816656.0
14,6,51.66666666666668,0,0,0,0,1,0.0,4362492.0
14,7,52.000000000000014,0,0,1,0,1,0.0,2908328.0
15,1,68.0,0,0,0,0,1,0.0,25251368.0
15,2,68.33333333333333,0,0,0,0,1,0.0,22094947.0
15,3,68.66666666666666,0,0,0,0,0,0.0,18938526.0
15,4,68.99999999999999,0,0,0,0,1,0.0,15782105.0
15,5,69.33333333333331,0,0,0,0,1,0.0,12625684.0
15,6,69.66666666666664,0,0,0,0,1,0.0,9469263.0
15,7,69.99999999999997,0,0,0,0,0,0.0,6312842.0
15,8,70.3333333333333,0,0,0,0,1,0.0,3156421.0
16,1,61.0,0,0,0,0,1,0.0,22854610.0
16,2,61.333333333333336,0,0,0,0,0,0.0,20569149.0
16,3,61.66666666666667,0,0,0,0,0,0.0,18283688.0
16,4,62.00000000000001,0,0,0,0,1,0.0,15998227.0
16,5,62.33333333333334,0,0,0,0,1,0.0,13712766.0
16,6,62.66666666666668,0,0,0,0,1,0.0,11427305.0
16,7,63.000000000000014,0,0,0,0,1,0.0,9141844.0
16,8,63.33333333333335,0,0,0,0,0,0.0,6856383.0
16,9,63.666666666666686,0,0,0,0,1,0.0,4570922.0
16,10,64.00000000000001,0,0,0,0,0,0.0,2285461.0
17,1,42.0,0,0,0,0,1,0.0,34185830.0
17,2,42.333333333333336,0,0,0,0,1,0.0,30767247.0
17,3,42.66666666666667,0,0,0,0,1,0.0,27348664.0
17,4,43.00000000000001,0,0,0,0,1,0.0,23930081.0
17,5,43.33333333333334,0,0,0,0,1,0.0,20511498.0
17,6,43.66666666666668,0,0,0,0,1,0.0,17092915.0
17,7,44.000000000000014,0,0,0,0,1,0.0,13674332.0
17,8,44.33333333333335,0,0,0,0,1,0.0,10255749.0
17,9,44.666666666666686,0,0,0,0,1,0.0,6837166.0
17,10,45.00000000000002,0,0,0,0,1,0.0,3418583.0
18,1,64.0,0,0,0,0,1,0.0,9262320.0
18,2,64.33333333333333,0,0,0,0,1,0.0,7718600.0
18,3,64.66666666666666,0,0,0,0,0,0.0,6174880.0
18,4,64.99999999999999,0,0,0,0,1,0.0,4631160.0
18,5,65.33333333333331,0,0,0,0,1,0.0,3087440.0
18,6,65.66666666666664,0,0,0,0,1,0.0,1543720.0
19,1,61.0,0,0,0,0,1,0.0,19947006.0
19,2,61.333333333333336,0,0,0,0,1,0.0,16622505.0
19,3,61.66666666666667,0,0,0,0,1,0.0,13298004.0
19,4,62.00000000000001,0,0,0,0,1,0.0,9973503.0
19,5,62.33333333333334,0,0,0,0,1,0.0,6649002.0
19,6,62.66666666666668,0,0,0,0,1,0.0,3324501.0
20,1,39.0,0,0,0,0,1,0.0,27599960.0
20,2,39.333333333333336,0,0,0,0,1,0.0,24839964.0
20,3,39.66666666666667,0,0,0,0,1,0.0,22079968.0
20,4,40.00000000000001,0,0,0,0,1,0.0,19319972.0
20,5,40.33333333333334,0,0,0,0,1,0.0,16559976.0
20,6,40.66666666666668,0,0,0,0,1,0.0,13799980.0
20,7,41.000000000000014,0,0,0,0,1,0.0,11039984.0
20,8,41.33333333333335,0,0,0,0,1,0.0,8279988.0
20,9,41.666666666666686,0,0,0,0,1,0.0,5519992.0
20,10,42.00000000000002,0,0,0,0,1,0.0,2759996.0
21,1,59.0,0,0,0,0,1,0.0,17877856.0
21,2,59.333333333333336,0,0,0,0,1,0.0,15643124.0
21,3,59.66666666666667,0,0,0,0,1,0.0,13408392.0
21,4,60.00000000000001,0,0,0,0,1,0.0,11173660.0
21,5,60.33333333333334,0,0,0,0,1,0.0,8938928.0
21,6,60.66666666666668,0,0,0,0,1,0.0,6704196.0
21,7,61.000000000000014,0,0,0,0,1,0.0,4469464.0
21,8,61.33333333333335,0,1,0,0,1,0.0,2234732.0
22,1,57.0,0,0,0,0,0,0.0,17668696.0
22,2,57.333333333333336,0,0,0,0,1,0.0,15460109.0
22,3,57.66666666666667,0,0,0,0,1,0.0,13251522.0
22,4,58.00000000000001,0,0,0,0,1,0.0,11042935.0
22,5,58.33333333333334,0,0,0,0,0,0.0,8834348.0
22,6,58.66666666666668,0,0,0,0,1,0.0,6625761.0
22,7,59.000000000000014,0,0,0,0,1,0.0,4417174.0
22,8,59.33333333333335,0,0,0,0,1,0.0,2208587.0
23,1,68.0,0,0,0,0,1,0.0,15077250.0
23,2,68.33333333333333,0,0,0,0,1,0.0,13569525.0
23,3,68.66666666666666,0,1,0,0,1,0.0,12061800.0
23,4,68.99999999999999,0,0,0,0,1,0.0,10554075.0
23,5,69.33333333333331,0,0,0,0,1,0.0,9046350.0
23,6,69.66666666666664,0,1,0,1,1,7101913.417470296,7538625.0
24,1,57.0,0,0,0,0,1,0.0,20836176.0
24,2,57.333333333333336,0,0,0,0,1,0.0,17363480.0
24,3,57.66666666666667,0,0,0,0,1,0.0,13890784.0
24,4,58.00000000000001,0,0,0,0,1,0.0,10418088.0
24,5,58.33333333333334,0,0,0,0,1,0.0,6945392.0
24,6,58.66666666666668,0,0,0,0,1,0.0,3472696.0
25,1,63.0,0,0,0,0,1,0.0,33050890.0
25,2,63.333333333333336,0,0,0,0,1,0.0,29745801.0
25,3,63.66666666666667,0,0,0,0,0,0.0,26440712.0
25,4,64.0,0,0,0,0,1,0.0,23135623.0
25,5,64.33333333333333,0,0,0,0,1,0.0,19830534.0
25,6,64.66666666666666,0,0,0,0,1,0.0,16525445.0
25,7,64.99999999999999,0,0,0,0,1,0.0,13220356.0
25,8,65.33333333333331,0,0,0,0,1,0.0,9915267.0
25,9,65.66666666666664,0,0,0,0,1,0.0,6610178.0
25,10,65.99999999999997,0,0,0,0,1,0.0,3305089.0
26,1,55.0,0,0,0,0,1,0.0,16161828.0
26,2,55.333333333333336,0,0,0,0,1,0.0,13468190.0
26,3,55.66666666666667,0,0,0,0,1,0.0,10774552.0
26,4,56.00000000000001,0,0,0,0,0,0.0,8080914.0
26,5,56.33333333333334,0,0,0,0,1,0.0,5387276.0
26,6,56.66666666666668,0,1,0,0,1,0.0,2693638.0
27,1,53.0,0,0,0,0,1,0.0,15921420.0
27,2,53.333333333333336,0,0,0,0,1,0.0,13267850.0
27,3,53.66666666666667,0,0,0,0,1,0.0,10614280.0
27,4,54.00000000000001,0,0,0,0,1,0.0,7960710.0
27,5,54.33333333333334,0,0,0,0,1,0.0,5307140.0
27,6,54.66666666666668,0,0,0,0,1,0.0,2653570.0
28,1,55.0,0,0,0,0,1,0.0,12179216.0
28,2,55.333333333333336,0,0,0,0,1,0.0,10656814.0
28,3,55.66666666666667,0,0,0,0,1,0.0,9134412.0
28,4,56.00000000000001,0,0,0,0,0,0.0,7612010.0
28,5,56.33333333333334,0,0,0,0,1,0.0,6089608.0
28,6,56.66666666666668,0,0,0,0,1,0.0,4567206.0
28,7,57.000000000000014,0,0,0,0,1,0.0,3044804.0
28,8,57.33333333333335,0,0,0,0,1,0.0,1522402.0
29,1,50.0,0,0,0,0,1,0.0,16987704.0
29,2,50.333333333333336,0,0,0,0,1,0.0,14864241.0
29,3,50.66666666666667,0,0,0,0,1,0.0,12740778.0
29,4,51.00000000000001,0,0,0,0,1,0.0,10617315.0
29,5,51.33333333333334,0,0,0,0,1,0.0,8493852.0
29,6,51.66666666666668,0,0,0,0,1,0.0,6370389.0
29,7,52.000000000000014,0,0,0,0,1,0.0,4246926.0
29,8,52.33333333333335,0,0,0,0,1,0.0,2123463.0
30,1,45.0,0,0,0,0,1,0.0,9369474.0
30,2,45.333333333333336,0,0,0,0,1,0.0,7807895.0
30,3,45.66666666666667,0,0,0,0,1,0.0,6246316.0
30,4,46.00000000000001,0,0,0,0,1,0.0,4684737.0
30,5,46.33333333333334,0,0,0,0,1,0.0,3123158.0
30,6,46.66666666666668,0,0,0,0,1,0.0,1561579.0
31,1,65.0,0,0,0,0,1,0.0,26616912.0
31,2,65.33333333333333,0,0,0,0,1,0.0,23289798.0
31,3,65.66666666666666,0,0,0,0,1,0.0,19962684.0
31,4,65.99999999999999,0,0,0,0,1,0.0,16635570.0
31,5,66.33333333333331,0,0,0,0,1,0.0,13308456.0
31,6,66.66666666666664,0,0,0,0,1,0.0,9981342.0
31,7,66.99999999999997,0,0,0,0,1,0.0,6654228.0
31,8,67.3333333333333,0,0,0,0,1,0.0,3327114.0
32,1,49.0,0,0,0,0,1,0.0,12344112.0
32,2,49.333333333333336,0,0,0,0,1,0.0,10801098.0
32,3,49.66666666666667,0,0,1,0,0,0.0,9258084.0
33,1,64.0,0,0,0,0,1,0.0,25548328.0
33,2,64.33333333333333,0,0,0,0,1,0.0,22354787.0
33,3,64.66666666666666,0,0,0,0,1,0.0,19161246.0
33,4,64.99999999999999,0,0,0,0,1,0.0,15967705.0
33,5,65.33333333333331,0,0,0,0,1,0.0,12774164.0
33,6,65.66666666666664,0,0,0,0,1,0.0,9580623.0
33,7,65.99999999999997,0,1,0,0,1,0.0,6387082.0
33,8,66.3333333333333,0,0,0,0,1,0.0,3193541.0
34,1,60.0,0,0,0,0,1,0.0,17725122.0
34,2,60.333333333333336,0,0,0,0,1,0.0,14770935.0
34,3,60.66666666666667,0,0,0,0,1,0.0,11816748.0
34,4,61.00000000000001,0,0,0,0,1,0.0,8862561.0
34,5,61.33333333333334,0,0,0,0,1,0.0,5908374.0
34,6,61.66666666666668,0,0,0,0,1,0.0,2954187.0
35,1,42.0,0,0,0,0,1,0.0,17127576.0
35,2,42.333333333333336,0,0,0,0,1,0.0,14986629.0
35,3,42.66666666666667,0,0,0,0,0,0.0,12845682.0
35,4,43.00000000000001,0,0,0,0,1,0.0,10704735.0
35,5,43.33333333333334,0,0,0,0,1,0.0,8563788.0
35,6,43.66666666666668,0,0,0,0,1,0.0,6422841.0
35,7,44.000000000000014,0,0,0,0,1,0.0,4281894.0
35,8,44.33333333333335,0,0,0,0,1,0.0,2140947.0
36,1,52.0,0,0,0,0,1,0.0,27305610.0
36,2,52.333333333333336,0,0,0,0,1,0.0,24575049.0
36,3,52.66666666666667,0,0,0,0,1,0.0,21844488.0
36,4,53.00000000000001,0,0,0,0,0,0.0,19113927.0
36,5,53.33333333333334,0,0,0,0,1,0.0,16383366.0
36,6,53.66666666666668,0,0,0,0,1,0.0,13652805.0
36,7,54.000000000000014,0,0,0,0,0,0.0,10922244.0
36,8,54.33333333333335,0,0,0,0,1,0.0,8191683.0
36,9,54.666666666666686,0,0,0,0,0,0.0,5461122.0
36,10,55.00000000000002,0,0,0,0,1,0.0,2730561.0
37,1,40.0,0,0,0,0,1,0.0,11235216.0
37,2,40.333333333333336,0,0,0,0,1,0.0,9830814.0
37,3,40.66666666666667,0,0,0,0,1,0.0,8426412.0
37,4,41.00000000000001,0,0,0,0,1,0.0,7022010.0
37,5,41.33333333333334,0,0,0,0,1,0.0,5617608.0
37,6,41.66666666666668,0,0,0,0,1,0.0,4213206.0
37,7,42.000000000000014,0,0,0,0,1,0.0,2808804.0
37,8,42.33333333333335,0,0,0,0,1,0.0,1404402.0
38,1,51.0,0,0,0,0,1,0.0,8074770.0
38,2,51.333333333333336,0,0,0,0,1,0.0,6728975.0
38,3,51.66666666666667,0,0,0,0,1,0.0,5383180.0
38,4,52.00000000000001,0,0,0,0,1,0.0,4037385.0
38,5,52.33333333333334,0,0,0,0,1,0.0,2691590.0
38,6,52.66666666666668,0,0,0,0,1,0.0,1345795.0
39,1,48.0,0,0,0,0,1,0.0,9754456.0
39,2,48.333333333333336,0,0,0,0,1,0.0,8535149.0
39,3,48.66666666666667,0,0,0,0,1,0.0,7315842.0
39,4,49.00000000000001,0,0,0,0,1,0.0,6096535.0
39,5,49.33333333333334,0,0,0,0,1,0.0,4877228.0
39,6,49.66666666666668,0,0,0,0,1,0.0,3657921.0
39,7,50.000000000000014,0,0,0,0,1,0.0,2438614.0
39,8,50.33333333333335,0,0,0,0,1,0.0,1219307.0
40,1,64.0,0,1,0,0,1,0.0,22610950.0
40,2,64.33333333333333,0,0,0,0,1,0.0,20349855.0
40,3,64.66666666666666,0,0,0,0,1,0.0,18088760.0
40,4,64.99999999999999,0,0,0,0,1,0.0,15827665.0
40,5,65.33333333333331,0,0,0,0,1,0.0,13566570.0
40,6,65.66666666666664,0,0,0,0,1,0.0,11305475.0
40,7,65.99999999999997,0,0,0,0,1,0.0,9044380.0
40,8,66.3333333333333,0,0,0,0,1,0.0,6783285.0
40,9,66.66666666666663,0,0,0,0,1,0.0,4522190.0
40,10,66.99999999999996,0,0,0,0,1,0.0,2261095.0
41,1,44.0,0,0,0,0,1,0.0,15083472.0
41,2,44.333333333333336,0,0,0,0,1,0.0,12569560.0
41,3,44.66666666666667,0,0,0,0,1,0.0,10055648.0
41,4,45.00000000000001,0,0,0,0,1,0.0,7541736.0
41,5,45.33333333333334,0,0,0,0,0,0.0,5027824.0
41,6,45.66666666666668,0,0,0,0,1,0.0,2513912.0
42,1,43.0,0,0,0,0,1,0.0,20865258.0
42,2,43.333333333333336,0,0,0,0,1,0.0,17387715.0
42,3,43.66666666666667,0,0,0,0,1,0.0,13910172.0
42,4,44.00000000000001,0,0,0,0,1,0.0,10432629.0
42,5,44.33333333333334,0,0,0,0,1,0.0,6955086.0
42,6,44.66666666666668,0,0,0,0,1,0.0,3477543.0
43,1,59.0,0,0,0,0,1,0.0,8802870.0
43,2,59.333333333333336,0,0,0,0,1,0.0,7335725.0
43,3,59.66666666666667,0,0,0,0,1,0.0,5868580.0
43,4,60.00000000000001,0,0,0,0,1,0.0,4401435.0
43,5,60.33333333333334,0,0,0,0,1,0.0,2934290.0
43,6,60.66666666666668,0,0,0,0,1,0.0,1467145.0
44,1,51.0,0,1,0,0,1,0.0,20852064.0
44,2,51.333333333333336,0,0,0,0,1,0.0,18245556.0
44,3,51.66666666666667,0,0,0,0,1,0.0,15639048.0
44,4,52.00000000000001,0,0,0,0,1,0.0,13032540.0
44,5,52.33333333333334,0,0,0,0,1,0.0,10426032.0
44,6,52.66666666666668,0,0,0,0,1,0.0,7819524.0
44,7,53.000000000000014,0,0,0,0,1,0.0,5213016.0
44,8,53.33333333333335,0,0,0,0,1,0.0,2606508.0
45,1,66.0,0,0,0,0,1,0.0,27189976.0
45,2,66.33333333333333,0,0,0,0,1,0.0,23791229.0
45,3,66.66666666666666,0,0,0,0,1,0.0,20392482.0
45,4,66.99999999999999,0,0,0,0,1,0.0,16993735.0
45,5,67.33333333333331,0,0,0,0,1,0.0,13594988.0
45,6,67.66666666666664,0,0,0,0,1,0.0,10196241.0
45,7,67.99999999999997,0,0,0,0,1,0.0,6797494.0
45,8,68.3333333333333,0,0,0,0,1,0.0,3398747.0
46,1,60.0,0,0,0,0,1,0.0,8556300.0
46,2,60.333333333333336,0,0,0,0,0,0.0,7130250.0
46,3,60.66666666666667,0,0,0,0,1,0.0,5704200.0
46,4,61.00000000000001,0,0,0,0,1,0.0,4278150.0
46,5,61.33333333333334,0,0,0,0,1,0.0,2852100.0
46,6,61.66666666666668,0,0,0,0,1,0.0,1426050.0
47,1,43.0,0,0,0,0,1,0.0,17064006.0
47,2,43.333333333333336,0,0,0,0,1,0.0,14220005.0
47,3,43.66666666666667,0,0,0,0,1,0.0,11376004.0
47,4,44.00000000000001,0,0,0,0,1,0.0,8532003.0
47,5,44.33333333333334,0,0,0,0,1,0.0,5688002.0
47,6,44.66666666666668,0,0,0,0,1,0.0,2844001.0
48,1,40.0,0,0,0,0,1,0.0,25997232.0
48,2,40.333333333333336,0,0,0,0,1,0.0,22747578.0
48,3,40.66666666666667,0,0,0,0,1,0.0,19497924.0
48,4,41.00000000000001,0,0,0,0,1,0.0,16248270.0
48,5,41.33333333333334,0,0,0,0,1,0.0,12998616.0
48,6,41.66666666666668,0,0,0,0,1,0.0,9748962.0
48,7,42.000000000000014,0,0,0,0,1,0.0,6499308.0
48,8,42.33333333333335,0,0,0,0,1,0.0,3249654.0
49,1,52.0,0,0,0,0,1,0.0,23959432.0
49,2,52.333333333333336,0,0,0,0,1,0.0,20964503.0
49,3,52.66666666666667,0,0,0,0,1,0.0,17969574.0
49,4,53.00000000000001,0,0,0,0,1,0.0,14974645.0
49,5,53.33333333333334,0,0,0,0,1,0.0,11979716.0
49,6,53.66666666666668,0,0,0,0,0,0.0,8984787.0
49,7,54.000000000000014,0,0,0,0,1,0.0,5989858.0
49,8,54.33333333333335,0,0,0,0,0,0.0,2994929.0
50,1,30.0,0,0,0,0,1,0.0,19866696.0
50,2,30.333333333333332,0,0,0,0,1,0.0,17383359.0
50,3,30.666666666666664,0,0,0,0,1,0.0,14900022.0
50,4,30.999999999999996,0,0,0,0,1,0.0,12416685.0
50,5,31.33333333333333,0,0,0,0,1,0.0,9933348.0
50,6,31.66666666666666,0,0,0,0,1,0.0,7450011.0
50,7,31.999999999999993,0,0,0,0,1,0.0,4966674.0
50,8,32.33333333333333,0,0,0,0,1,0.0,2483337.0
51,1,66.0,0,0,0,0,1,0.0,12737988.0
51,2,66.33333333333333,0,0,0,0,1,0.0,10614990.0
51,3,66.66666666666666,0,0,0,0,1,0.0,8491992.0
51,4,66.99999999999999,0,0,0,0,1,0.0,6368994.0
51,5,67.33333333333331,0,0,0,0,1,0.0,4245996.0
51,6,67.66666666666664,0,0,0,0,1,0.0,2122998.0
52,1,51.0,0,0,0,0,1,0.0,22637840.0
52,2,51.333333333333336,0,0,0,0,0,0.0,20374056.0
52,3,51.66666666666667,0,0,0,0,1,0.0,18110272.0
52,4,52.00000000000001,0,0,0,0,1,0.0,15846488.0
52,5,52.33333333333334,0,0,0,0,1,0.0,13582704.0
52,6,52.66666666666668,0,0,0,0,1,0.0,11318920.0
52,7,53.000000000000014,0,0,0,0,1,0.0,9055136.0
52,8,53.33333333333335,0,0,0,0,1,0.0,6791352.0
52,9,53.666666666666686,0,0,0,0,1,0.0,4527568.0
52,10,54.00000000000002,0,0,0,0,1,0.0,2263784.0
53,1,50.0,0,0,0,0,0,0.0,13844430.0
53,2,50.333333333333336,0,0,0,0,1,0.0,11537025.0
53,3,50.66666666666667,0,0,0,0,1,0.0,9229620.0
53,4,51.00000000000001,0,0,0,0,1,0.0,6922215.0
53,5,51.33333333333334,0,0,0,0,1,0.0,4614810.0
53,6,51.66666666666668,0,0,0,0,1,0.0,2307405.0
54,1,50.0,0,0,0,0,1,0.0,7707168.0
54,2,50.333333333333336,0,0,0,0,1,0.0,6422640.0
54,3,50.66666666666667,0,0,0,0,0,0.0,5138112.0
54,4,51.00000000000001,0,0,0,0,1,0.0,3853584.0
54,5,51.33333333333334,0,0,0,0,1,0.0,2569056.0
54,6,51.66666666666668,0,0,0,0,0,0.0,1284528.0
55,1,61.0,0,0,0,0,1,0.0,16641600.0
55,2,61.333333333333336,0,0,0,0,1,0.0,13868000.0
55,3,61.66666666666667,0,0,0,0,0,0.0,11094400.0
55,4,62.00000000000001,0,0,0,0,0,0.0,8320800.0
55,5,62.33333333333334,0,0,0,0,1,0.0,5547200.0
55,6,62.66666666666668,0,0,0,0,1,0.0,2773600.0
56,1,41.0,0,0,0,0,0,0.0,31756040.0
56,2,41.333333333333336,0,0,0,0,1,0.0,28580436.0
56,3,41.66666666666667,0,0,0,0,0,0.0,25404832.0
56,4,42.00000000000001,0,0,0,0,1,0.0,22229228.0
56,5,42.33333333333334,0,0,0,0,1,0.0,19053624.0
56,6,42.66666666666668,0,0,0,0,1,0.0,15878020.0
56,7,43.000000000000014,0,0,0,0,1,0.0,12702416.0
56,8,43.33333333333335,0,0,0,0,0,0.0,9526812.0
56,9,43.666666666666686,0,0,0,0,1,0.0,6351208.0
56,10,44.00000000000002,0,0,0,0,1,0.0,3175604.0
57,1,54.0,0,0,0,0,1,0.0,24089656.0
57,2,54.333333333333336,0,0,0,0,1,0.0,21078449.0
57,3,54.66666666666667,0,0,0,0,1,0.0,18067242.0
57,4,55.00000000000001,0,0,0,0,1,0.0,15056035.0
57,5,55.33333333333334,0,0,0,0,1,0.0,12044828.0
57,6,55.66666666666668,0,0,0,0,1,0.0,9033621.0
57,7,56.000000000000014,0,0,0,0,1,0.0,6022414.0
57,8,56.33333333333335,0,0,0,0,1,0.0,3011207.0
58,1,47.0,0,0,0,0,1,0.0,11839320.0
58,2,47.333333333333336,0,0,0,0,1,0.0,10359405.0
58,3,47.66666666666667,0,0,0,0,0,0.0,8879490.0
58,4,48.00000000000001,0,0,0,0,1,0.0,7399575.0
58,5,48.33333333333334,0,0,0,0,1,0.0,5919660.0
58,6,48.66666666666668,0,0,0,0,1,0.0,4439745.0
58,7,49.000000000000014,0,0,0,0,1,0.0,2959830.0
58,8,49.33333333333335,0,0,0,0,1,0.0,1479915.0
59,1,65.0,0,0,0,0,1,0.0,13984592.0
59,2,65.33333333333333,0,0,0,0,1,0.0,12236518.0
59,3,65.66666666666666,0,0,0,0,0,0.0,10488444.0
59,4,65.99999999999999,0,0,0,0,1,0.0,8740370.0
59,5,66.33333333333331,0,0,0,0,1,0.0,6992296.0
59,6,66.66666666666664,0,0,0,0,1,0.0,5244222.0
